Review	Helpful Reviews	Not Helpful Reviews	Alpha	IsHelpful(alpha>=0.5)	IsHelpful(alpha>=0.6)	IsHelpful(alpha>=0.7)	IsHelpful(alpha>=0.8)	IsHelpful(alpha>=0.9)
third class brand. I sugges not to buy any one. within one year phone start problems. worst phone. their customer care respone also worst. not giving proper answer. west of money. I prefer one time china Ph. but mi phone never ever.	4	1	0.8	1	1	1	1	0
bad product....its back camera stopped working in few months oly ..	3	1	0.75	1	1	1	0	0
"nice phone , camera quality was very good.battery performance was excellent. this is value for money product"	3	1	0.75	1	1	1	0	0
Hmmnm the product is good in this price range... pros - Amazing battery - No heating issues - Good build quality - light weight - Snappy and no lagging issues - Money worth - Sound with MI headphones is amazing cons - Camera quality (but comparing with the price - it's ok) - Speakers nt upto the mark	8	1	0.888888889	1	1	1	1	0
cheating with the name of EMI... deducted full money from account.. instead of EMI value.. don't buy .. thigh it's showing No cost EMI or anything.. worst kind of behaviour by Flipkart..	4	1	0.8	1	1	1	1	0
"great phone. complete value for money. sleek, fast, efficient and good battery life. pros - Amazing battery - No heating issues - Good build quality - light weight - Snappy and no lagging issues - Money worth - Sound with MI headphones is amazing cons - Camera quality (but comparing with the price - it's ok) - Speakers nt upto the mark"	8	1	0.888888889	1	1	1	1	0
"Excellent Performance Still 1 year , Battery Backup is Almost Hugh, Stunning Processor as well, No Heating Issues."	5	1	0.833333333	1	1	1	1	0
"The Phone (Redmi Note 5 ) bought by me, when delivered, turned out to be defective. Problems were:1. Constant Rebooting 2. Continuous lag Now, the support team has said 10 days will be required for the technician to come and look at the phone and generate their report. Even after the same, 2 days would still be required to deliver other product as replacement.Very bad experience. The 1 star provided is too much from me"	5	1	0.833333333	1	1	1	1	0
"Speaker problem, Voice is not going out when speaker is on during call. Checked with MI service center , they told that s/w needs to be updated. Little bit disappointed as I gifted this phone to my father.Will provide more update once we get the phone updated with s/w. I recieved the Mobile from Service senter but after 2-3 days again same problem started. Now Service centre is saying that motherboard needs to be change"	6	1	0.857142857	1	1	1	1	0
Selfie camera is awesome. For moderate use battery will last for 48 hours. For extensive call and data usage 18 hours. I was able to play PUBG for about 9 hours once it is fully charged Performance is also good.	7	2	0.777777778	1	1	1	0	0
Top to bottom marks 10 out of 10. Truly Amazing phone with premium quality of sound and excellent battery life. Note :-Buying via genuine sellers is recommended because they don't make false and fake promises like earphones will be delivered.We are already aware that Xiaomi doesn't give any accessories other than adaptor and cable. Check before buying.	5	1	0.833333333	1	1	1	1	0
Good product but only one mistake camera is up on surface if it makes same to surface otherwise make cases than camera not Damage	4	1	0.8	1	1	1	1	0
pros - Amazing battery - No heating issues - Good build quality - light weight - Snappy and no lagging issues - Money worth - Sound with MI headphones is amazing cons - Camera quality (but comparing with the price - it's ok) - Speakers nt upto the mark -Glass is easily breakable	8	1	0.888888889	1	1	1	1	0
"mobile performance, battery, display, camera , everything is excellent"	2	1	0.666666667	1	1	0	0	0
Thanku flipkart. Product had safely arrived and its good	2	1	0.666666667	1	1	0	0	0
Don't buy this mobile because after 2 or 3 months you are not able to use front camera or you going to face embracement. worst camera never seen before in my life	4	1	0.8	1	1	1	1	0
wonderful mobile valuable for Money pros - Amazing battery - No heating issues - Good build quality - light weight - Snappy and no lagging issues - Money worth - Sound with MI headphones is amazing cons - Camera quality (but comparing with the price - it's ok) - Speakers nt upto the mark	8	1	0.888888889	1	1	1	1	0
nice product i am writing this review after using some days it's really awesome phone camera and phone is good look is also good and the batter option for note5 pro	5	1	0.833333333	1	1	1	1	0
Redmi Note 5 Phone is very nice phone at reduce value. So must be purchased as soon as possible.	3	1	0.75	1	1	1	0	0
"At such a cost effective price, this phone keeps its promises of delivering pure customer satisfaction. Some of the qualities I love about this phone so far: -slim -soothing speaker -battery life is good -very smooth to use -I'll try playing games and see how it turns out(hope I won't be disappointed)."	5	1	0.833333333	1	1	1	1	0
I am in love with MI. My mom loves using this phone. Its so easy and custom MIUI is great and loaded with features which even flagship phones lack these days. A Real smartphone which does not create a hole in your pocket too	5	1	0.833333333	1	1	1	1	0
I m so satisfied with this phone first time user of MI and I will definitely recommend others as well battery life is good to use for entire day camera is good too ??finger print reader is very quick u should protect ur phone with cover built quality is not for rough use or else everything is just awesome	5	1	0.833333333	1	1	1	1	0
Bought it on April 14. So far it's working well. I'm a heavy user. So battery life is some what ok. Upto 20 hours I can use it before charging again. Like the fingerprint unlock like. It's very fast. Saves me the hassle of manually unlocking. It has a little bit heating problem when charging or using it for long time. Other than everthing is good. Phone speed is really good. Worthy for the amount spent. camera nice battery backup much slim	7	1	0.875	1	1	1	1	0
Great mobile from mi. It's my second purchase (same model). All features working well. Fingerprint unlocking very fast. Charging is fast. Processor is fast. Camera quality is also good.	11	1	0.916666667	1	1	1	1	1
The mobile is worth of the money we spend on it. Only drawback I felt on this mobile is it's camera.	0	0	0	0	0	0	0	0
excellent product but camera Quality poor in this Range	0	0	0	0	0	0	0	0
used it for more than 2 years and sold it it for a very good value... display had a major issue	2	1	0.666666667	1	1	0	0	0
"The phone works well, is good with the display and the camera is good too. Works properly and no dispute found as of now. Thank you for this."	7	1	0.875	1	1	1	1	0
very nice. Best in the market. I really thanks with flipkart happy	1	1	0.5	1	0	0	0	0
Great phone with great camera and battery life. It's just perfect at this cost. Have been using it for a few a few months now with not issues at all. People who want to got for this phone just buy it without things. It wint disappoint you	8	1	0.888888889	1	1	1	1	0
Bought it on April 14. So far it's working well. I'm a heavy user. So battery life is some what ok. Upto 20 hours I can use it before charging again. Like the fingerprint unlock like. It's very fast. Saves me the hassle of manually unlocking. It has a little bit heating problem when charging or using it for long time. Other than everthing is good. Phone speed is really good. Worthy for the amount spent. camera nice battery backup much slim	10	1	0.909090909	1	1	1	1	1
So far so good. There is no lag or heating in the phone when you play the heavy game for half an hour. Battery life is also decent and it will surely last for a day for normal use with some gaming activities.	9	1	0.9	1	1	1	1	1
his phone company has always been making phones which target the middle class people like me. High Level specs with an affordable price tag is quite a boon to the Indian Market. Doesn't compete with Flagships as it does lack few Flagship qualities like IP Resistance and Etc .	7	1	0.875	1	1	1	1	0
As a mid usage user I strongly suggest this if camera is not a first preference for you. I am totally satisfied with this mobile every aspects except the camera in low light and in most of the conditions if I need to zoom.	3	1	0.75	1	1	1	0	0
"I will only say about this phone is that One phone to meet all requirement lke gaming,photo,batterybackup,look,all sensors...etc"	9	1	0.9	1	1	1	1	1
"Fingerprint sensor is excellent, Camera quality is not as expected, but Ok. Battery life is good, you can get 10-12 hours for full charge. Unnecessary apps are pre-installed with phone, which consumes 10-12 GB of memory. Keeps on get the software updates."	5	1	0.833333333	1	1	1	1	0
"Everything is perfect, but it misses the Ear phones, which would have made it 101% successful phone in INDIA if the ear phone was included BY MI. Other than this, phone is simply awesome and great"	0	1	0	0	0	0	0	0
"Camera clearance is not up to the mark. Sometimes it use to get blurry. But, at this Price of range I would say, this phone is awesome No regret at all"	0	2	0	0	0	0	0	0
This product does not seems to be genuine. 1) Heating Issue. 2) Display Flickering Issue. 3) No Display Issue4) too delicate 5)heats up real quick. Not able to unlock my mobile. Not able to take any calls as the incoming call is not visible due to no display issue.bt camera is good is battery back up nice	2	0	1	1	1	1	1	1
Pros: Front camera 8/10 Back Camera 9/10  Low light camera with flash 9/10 Battery 9/10 Speaker 7/10 Sensor 8/10    Cons: Infrared Rays Heavy Weight	2	0	1	1	1	1	1	1
Excellent battery life Good camera No issue after 6 months of use	1	1	0.5	1	0	0	0	0
One issue is that the invoice the seller give is too low and bad quality. I cant see what is written in it after a week. What should I do to get online invoice..	1	1	0.5	1	0	0	0	0
I got my new phone delivered from Appario retail pvt ltd. Within 12 days of the delivered date I got a problem with motherboard. I had to roam all around the Middle service center to get it replaced. I got a defective piece	1	1	0.5	1	0	0	0	0
Awesome phone. Great battery life. screen quality can be improved. but i am satisfied considering this price point.	4	1	0.8	1	1	1	1	0
Good Looks Clear sound Awesome Camera both back and front Big battery backup	9	1	0.9	1	1	1	1	1
"Very bad experience,I have purchased this item but in some days after display not working and I phone is not working very Bad , cheating with me ."	1	1	0.5	1	0	0	0	0
Good fone best battery backup best performance	5	1	0.833333333	1	1	1	1	0
A good gaming smartphone......And the quality of the product is also good...GUD BATTERY BACKUP GUD CAMERA	6	1	0.857142857	1	1	1	1	0
delivery speed is good ...but the way that packed is very worst no protection is there . but phone is really wonderful . past i used honor 7x the phone not much good ..compare to that note5is excellent	2	2	0.5	1	0	0	0	0
Battery draining fast as compared to Y2 and also Google Maps not working smoothly. The App keeps getting unresponsive.	9	1	0.9	1	1	1	1	1
value of money great feature and osm mobile my 4friends using these mobile	8	3	0.727272727	1	1	1	0	0
It?? getting hot & sometimes very difficult to go back home screen. Terrible commodity.	0	0	0	0	0	0	0	0
Even after usage of more than one year..the phone is just doing fine..what else you want at this price..	0	0	0	0	0	0	0	0
good phone in this bugdet	0	0	0	0	0	0	0	0
value of money great feature and osm mobile my 4friends using these mobile	2	1	0.666666667	1	1	0	0	0
it's good . battery 5/5 display 5/5 rear camera 3.5/5 front camera 3.5/5 body 5/5 finger print 4/5 speed 4/5	7	1	0.875	1	1	1	1	0
Still using my phone it has given me satisfaction of a strong and sturdy phone with enjoying it daily for all my official as well as personal life	3	1	0.75	1	1	1	0	0
Very good phone in this price range. Images stabilisation could be more better. Durable phone	3	1	0.75	1	1	1	0	0
"1st day prob -- hotspot not working 2nd day problem---> when I do video recording then video automatically zoom , how can I solve these two problem????"	3	1	0.75	1	1	1	0	0
there is absence of headset item as you mentioned WHAT'S IN THE BOX And after purchase phone's speaker is not working actively. but the best part is BATTERY STAND BY & CAMERA CLARITY	2	1	0.666666667	1	1	0	0	0
This device is very bad. In this device have screen burn and heat problem.4) too delicate 	6	1	0.857142857	1	1	1	1	0
Strucks some times. Overall a good buy  bt  too delicate heats up real quick hangs up	7	1	0.875	1	1	1	1	0
"Everything is working fine for me...sleek appearance,good camera. Happy and satisfied with purchase."	4	1	0.8	1	1	1	1	0
Its volume button is not fare... Its not working good..... I am disappointed.... By volume button... Every thing is good... Good phone	4	1	0.8	1	1	1	1	0
In this phone of front camera is good. But rear camera is not good according to me 2.5/5. Display brightness is very low during front of sun	4	1	0.8	1	1	1	1	0
"Phone is hanging, even some times to play a small vedio also irritates u, really didn't expect this from MI"	5	1	0.833333333	1	1	1	1	0
"Excellent phone @ 10000.Working smooth,good camera whatever you need in a phone for your daily requirements,it fulfills."	5	1	0.833333333	1	1	1	1	0
"Good camera but hangs very often,android auto has problems with this model,does not recognise some times"	5	1	0.833333333	1	1	1	1	0
"It has just been 10 days and phone has got problem, it has been swiched off suddenly while the phone was 50% charged, and its not getting on."	5	1	0.833333333	1	1	1	1	0
Average phone battery backup not good camera quality are good nice looking hangs heats and too delicate not for rough use	9	0	1	1	1	1	1	1
finger print sensor won't work in starting but after software update from service centre it started working	4	1	0.8	1	1	1	1	0
Its worthable and value for money . Recently purchaced this product thats why i cant share product quality .	4	1	0.8	1	1	1	1	0
I am reviewing this after usage of 1 yr. The inbuilt speakers have crashed off long back. Screen also is not very responsive. The durability of the handset not great. Max life is 12 to 18 months. Suggest that rather spend a bit more and buy a durable brand.	5	1	0.833333333	1	1	1	1	0
After 1 year of use I am writing this review. Product is fantastic. Only one disadvantage is heat. I think this is redmi default problem. Performance is very good. I can play any game including PUBG. Camera is good for me as i rarely use camera.	7	1	0.875	1	1	1	1	0
battery lasts really very long. if you use for minimum requirements it will last for 2 days...	4	1	0.8	1	1	1	1	0
using since one year .... awesome phone but due to old processor some lags are there in games.. no problems are occured	3	1	0.75	1	1	1	0	0
"Best device ,, used since 1 yr ,never disappoint me. Mi build quality is great. In this price u can't get better"	4	1	0.8	1	1	1	1	0
I like front camara I don't like back camara because when we zoom 2x its image quality is not good	3	1	0.75	1	1	1	0	0
Product is good...but there is no cover receive with it as it is given in discriptionalso there is no warranty card	4	1	0.8	1	1	1	1	0
"While there is always the desire to upgrade, I've not really felt any shortfall in this phone. it has always met my needs"	3	1	0.75	1	1	1	0	0
"Mi Phones have very low class parts.I Purchased Redmi Note 5 on May 2018. after 2 months phone got hanged. I went to service centre at Gole Market New Delhi. They said your phone have Liquid Damage and New board expenses will be round about 9000, I shocked. There are many customers who had same problem and their phone was new. i cared my phone very much and I never use phone during rain so how it happened. I called customer care also and told about cheating happened with me but they did not helped me. They said that you have to pay for repair your phone. After that I decided that I will never purchase redmi phone. Guys I had written this review that you be careful when you purchase redmi phone."	4	1	0.8	1	1	1	1	0
poor service... requested for refund of the product.. C's madam took for replacement ... called technician... technician person assured that he will be coming ... but . he lied me ... poor service... not customer friendly... ... from today onwards I won't be using Flipkart... i ll be deactivating Flipkart....no 1 from the Flipkart doing the right duty... and Flipkart Moto is to make millions into billions...hangs very much and gets heat up when charging and the screen is  very delicate	4	1	0.8	1	1	1	1	0
Technician lied that problem is resolved. No one called to cross check from flipkart whether problem is resolved.. I was waiting for call as technician also marked in defect column problem persists.	5	2	0.714285714	1	1	1	0	0
"Guys, this is my personal review, blindly buy this product.its awesome.100%satisfied. After my purchase in my office project, 6 colegues purchased during this offer periods."	5	2	0.714285714	1	1	1	0	0
"First of all,value for money product. Using this for few days PROS: Spectacular Display Single hand use is easier than i expected since its a gigantic six inch display.But the cover they gave us free is a bit slippery (good quality material though) Better battery perfomance Engaging UI: everything you want to do is right there and tweak/clean apps already there Great signal reception Speaker is loud enough Makes some rattling noise when i play 128kbps files,but thats normal right? Charging time is quite fast Doesnt heat up that fast.I can not say its stays cool everytime.on warmer days,heat dissipation is slower,yet comparatively better to other xiaomi phones I've seen Multitasking is hassle free with this phone Ram management going great after the first update CONS: Camera isnt that nice,but good enough for this price range.Struggles in low light,color reproduction is just OK, Larger pixel size seems to be doing nothing. picture output is exactly same as note 4  Although battery perfomance is great,it consumes little extra when phone is idle Some may find the tallness a bit difficult to handle.If you ride a bike and this device is in your pocket it will constantly give you a fear of snapping At the first boot there will be only 1.7-1.8 gb ram availabe for use.But after updating to miui 9.5,it wiil improve a lot There was some fractin of a secend freezing in some screen before the update,but none seen after that The data speed monitor isn't real time,they may fix it later after some ota updates  I've seen some toast notifications in Chinese Only android 7.0 ou of the box,but thats a minor concern,the update will roll out in mid julyBuy a good hard case.phone is slippery and the glass edges tent to break within an average dropI WILL UPDATE ONCE AGAIN AFTER FINISHING FIRST MONTH *update*Used about 10 days Heats up when charging battery consumption in idle mode is high *update* phone is hot as hell while charging Battery draining little fast I installed 39 apps ( counted before writing this review ) So a pretty good amount of apps running in background , I am a heavy user and in an average day there is lots of fb,instagram feed scrolling,hours in messengers, large deal of netflix streaming,gaming for a while ( only one,shooting balls to destroy blocks thing ) and in a day like that with full time data on,i got 8.5 hr screen on time before dropped to 5%.Actually i was a bit concerned about my battery life,but after writing this i understood battery is coping great with me Its been two months and 5 system updates Draining and heating problem is pretty non existent now. Glad xiaomi giving updates regularly. The data speed monitor issue is still not resolved TIP : 3G data connection makes this phone lot warmer. I was using 3g data instead of 4G. Switched to 4G lately,my phone never heated eversince "	15	1	0.9375	1	1	1	1	1
This is amazing phone everything is fine but MI should focus on camera glass is too bad quality it can be break easily hangs very often and heats up	6	1	0.857142857	1	1	1	1	0
This mobile is amazing. battery camera features are good. I hd purchased two mobiles redmi note 5 both r best	3	1	0.75	1	1	1	0	0
"Good camera, battery life is best, so this mobile fulfil my expectation."	4	1	0.8	1	1	1	1	0
Device is getting hot while browsing internet on browser and Playing online video other than you tube Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	6	1	0.857142857	1	1	1	1	0
"Even though it was bit old model in the market, quality wise beat the other redmi series phone"	4	1	0.8	1	1	1	1	0
"Got hanged suddenly without any possible indications. Now it is of no use, care center guy said that the software is not accepted by the mobile so that it could be repaired . Now i have to replace the motherboard of the phone which costs near about 6000 to 7000 Rs. rather than repairing this buy new. pubg"	9	1	0.9	1	1	1	1	1
pros - Amazing battery - No heating issues - Good build quality - light weight - Snappy and no lagging issues - Money worth - Sound with MI headphones is amazing cons - Camera quality (but comparing with the price - it's ok) - Speakers nt upto the mark -Not for rough use very delicate product	8	1	0.888888889	1	1	1	1	0
Camera is not good when light is not proper cannot take good pics with flash 	8	1	0.888888889	1	1	1	1	0
Pubg screen problem lag	12	1	0.923076923	1	1	1	1	1
Everything else is good in the mobile but the sound quality is worst hangs very much and gets heat up when charging and the screen is  very delicate	4	1	0.8	1	1	1	1	0
"Low quality display bought 2 phone within a duration gap of 15 days. But one phone, s display went black immediate in a month. Still battling for it. Meanwhile the other is also losing its display."	4	1	0.8	1	1	1	1	0
" bought this mobile 3 months ago, I am facing problem with camera. Whenever I open the camera the phone stops working for 20 seconds. Now am unable to use camera. It hangs sometimes. I don't know how a 3 month old mobile hangs?!!.. Don't buy this mobile"	8	1	0.888888889	1	1	1	1	0
Touch screen stop working after six months and not covered in warranty service centre making different excuses or moisture with two of MI phone purchase proved waste of money	5	1	0.833333333	1	1	1	1	0
awesome phone. no software issues..smooth like butter. absolutely value for money. sound is very nice. mi apps are useful and fun to use as well.	3	1	0.75	1	1	1	0	0
Almost everything thing was good but need to improvement in camera quality camper with another brands which is available in market.	4	1	0.8	1	1	1	1	0
Battery is draining out in less then 18 hours. camera lense quality is also not good compareable with other at per phone.	6	1	0.857142857	1	1	1	1	0
every thing gud expect camera ..in this price range lot of gud Mobiles available so choose other brands which gives gud camera performance Pros: Excellent battery as usual and camera is good in redmi phones Good screen to body ratio Gold varient looks damm slim and good good for pubg players Cons: Mobile is all set but the usb cable supplied with mobile is too short. hangs alot and heating while charging an too delicate	8	1	0.888888889	1	1	1	1	0
I like front camara I don't like back camara because when we zoom 2x its image quality is not good	3	1	0.75	1	1	1	0	0
only display can be like gorilla... its very cheap product its can be unbreakable like as oppo vivo phones display	3	1	0.75	1	1	1	0	0
a very good phone with good specifications at such a low price...i do suggest to bring more such kind of good electronic products with that low price and good specifications	3	1	0.75	1	1	1	0	0
On time delivery by Flipkart. To my great surprise when I opened the package of the phone I found a beautiful black soft sturdy flixible back cover with a perfect fit.. Too gud and finish. The phone is great with a great battery life.  Perfect for the price range.. Go-ahead.. n enjoy.and th ephone is so handy camera is unexpectedly nice battery backup is superb slim design make it look sexy	8	1	0.888888889	1	1	1	1	0
"I brought this device 10 months before.Now there is a problem for network.When I asked this problem to the customer care,they told me that it is due to liquid problem.I am sure that from my hands it doesn't touch a drop of water.They are not providing any Warrenty regarding to this problem.I always used backcover with it.Then why they are producing this type of phone which cannot withstand a little of moisture.Very sad about the condition of the phone."	4	1	0.8	1	1	1	1	0
"i Bought Redmi Note 5 (Gold, 64 GB) from Flipkart on Jun 23rd '18. Less than six months i am having a display problem. i get a yellow display on right side of the phone. This is clearly a manufacturing defect of the display screen. I Bought it for ??1,999 and very disappointed with quality. very poor product. No value for money. When i call Redmi service center in Chennai i got a very poor reply. I feel I am cheated."	5	1	0.833333333	1	1	1	1	0
nice phone good camera 	1	2	0.333333333	0	0	0	0	0
excellent battery back up.working performance is good but poor camera quality hangs very much and gets heat up when charging and the screen is  very delicate	4	1	0.8	1	1	1	1	0
Pros: Front camera 8/10 Back Camera 9/10  Low light camera with flash 9/10 Battery 9/10 Speaker 7/10 Sensor 8/10    Cons: Infrared Rays Heavy Weight	8	1	0.888888889	1	1	1	1	0
"Android v7.1.2 (Nougat) Upgradable to v8.1 (Oreo) Display 5.99 inches (15.21 cm) bezel-less display Corning Gorilla Glass Protection Slim Design Performance Qualcomm Snapdragon 625 MSM8953 Tru-Octa Core Processor 3 GB RAM 32 GB internal storage, expandable upto 128 GB 12 MP Rear Camera 5 MP Front Camera 4000 mAh battery Connectivity Dual SIM: Nano + Nano (Hybrid) with VoLTE support SIM1: Supports 4G, 3G SIM2: Supports 4G, 3G Special Features Rear Fingerprint Sensor .5 mm headphone jack present"	10	1	0.909090909	1	1	1	1	1
Xiaomi always. good	0	0	0	0	0	0	0	0
"There is a problem in a handset, flip cart also denied replacement, as well service center also told me that the handset will replaced by flipkart.. Not from our side."	0	0	0	0	0	0	0	0
Good price	0	0	0	0	0	0	0	0
Simply superb go for it without second thought.	0	0	0	0	0	0	0	0
Its ok worth 4price	0	0	0	0	0	0	0	0
fast and good service	0	0	0	0	0	0	0	0
very very good	0	0	0	0	0	0	0	0
very very good	0	0	0	0	0	0	0	0
Thank you so much flipkart	0	0	0	0	0	0	0	0
Value for money product. Sleek design..	0	0	0	0	0	0	0	0
nice one	0	0	0	0	0	0	0	0
best phone	0	0	0	0	0	0	0	0
goood mobile	0	0	0	0	0	0	0	0
poor product....make it better next time	0	0	0	0	0	0	0	0
excellent in this budget smartphone range	0	0	0	0	0	0	0	0
Extremely awesome phone in this price range and next day super fast delivery was really appreciable 	0	0	0	0	0	0	0	0
why go for anything else	0	0	0	0	0	0	0	0
just go for this	0	0	0	0	0	0	0	0
best in market	0	0	0	0	0	0	0	0
good smartphone	0	0	0	0	0	0	0	0
very good product and suitable for money	0	0	0	0	0	0	0	0
No Headsets in the box.	0	0	0	0	0	0	0	0
awesome mobile.... I really love it	0	0	0	0	0	0	0	0
"network issues , bad internet speed , calls drop suddenly for no reason"	0	0	0	0	0	0	0	0
worth of money	0	0	0	0	0	0	0	0
good design	0	0	0	0	0	0	0	0
ok product	0	0	0	0	0	0	0	0
nice phone worthable	0	0	0	0	0	0	0	0
only display can be like gorilla... its very cheap product its can be unbreakable like as oppo vivo phones display	0	0	0	0	0	0	0	0
Look wise good..smooth..comes with back cover.	0	0	0	0	0	0	0	0
headset is not there	0	0	0	0	0	0	0	0
poor model by xiome	0	0	0	0	0	0	0	0
Battery is draining out in less then 18 hours. camera lense quality is also not good compareable with other at per phone.	0	0	0	0	0	0	0	0
Awesome phone in budget and happy with Flipkart for their on time delivery	0	0	0	0	0	0	0	0
earphones not given	0	0	0	0	0	0	0	0
nice value phone nice performance...	0	0	0	0	0	0	0	0
thanks flipcart for fastest delivery	0	0	0	0	0	0	0	0
budget mobile	0	0	0	0	0	0	0	0
no network issue	0	0	0	0	0	0	0	0
good display	0	0	0	0	0	0	0	0
could have been better	0	0	0	0	0	0	0	0
awesome phone. no software issues..smooth like butter. absolutely value for money. sound is very nice.	0	0	0	0	0	0	0	0
good one	0	0	0	0	0	0	0	0
good model	0	0	0	0	0	0	0	0
nice one but no headset	0	0	0	0	0	0	0	0
wrong model delivery	0	0	0	0	0	0	0	0
ok ok product	0	0	0	0	0	0	0	0
made satisfactory	0	0	0	0	0	0	0	0
all right	0	0	0	0	0	0	0	0
good	0	0	0	0	0	0	0	0
decent phone	0	0	0	0	0	0	0	0
poor phone	0	0	0	0	0	0	0	0
decent phone	0	0	0	0	0	0	0	0
never delivery on time	0	0	0	0	0	0	0	0
delivery guy very arrogant	0	0	0	0	0	0	0	0
fantastic phone	0	0	0	0	0	0	0	0
mom loved it	0	0	0	0	0	0	0	0
buying is was best decision	0	0	0	0	0	0	0	0
liked the phone	0	0	0	0	0	0	0	0
blew my mind	0	0	0	0	0	0	0	0
selfie not good	0	0	0	0	0	0	0	0
net slow on thsi phone	0	0	0	0	0	0	0	0
Xioami is trustable company	0	0	0	0	0	0	0	0
product is fraud 	0	0	0	0	0	0	0	0
refund chahiye	0	0	0	0	0	0	0	0
fraud product	0	0	0	0	0	0	0	0
colour is nice	0	0	0	0	0	0	0	0
selfie not good	0	0	0	0	0	0	0	0
sexy looking phone	0	0	0	0	0	0	0	0
no earphones 	0	0	0	0	0	0	0	0
back cover is not good	0	0	0	0	0	0	0	0
why go for anything else best phone	0	0	0	0	0	0	0	0
back cover is transperant	0	0	0	0	0	0	0	0
give me refund 	0	0	0	0	0	0	0	0
fraud phone	0	0	0	0	0	0	0	0
Value for money product. Sleek design.. good	0	0	0	0	0	0	0	0
good work Xiaomi keep it up	0	0	0	0	0	0	0	0
front photo bad	0	0	0	0	0	0	0	0
refund do!!!!	0	0	0	0	0	0	0	0
fraud company	0	0	0	0	0	0	0	0
Xiaomi good  phone	0	0	0	0	0	0	0	0
earphones not given	0	0	0	0	0	0	0	0
nice value phone nice performance...	0	0	0	0	0	0	0	0
thanks flipcart for fastest delivery	0	0	0	0	0	0	0	0
budget mobile	0	0	0	0	0	0	0	0
no network issue	0	0	0	0	0	0	0	0
good display	0	0	0	0	0	0	0	0
could have been better	0	0	0	0	0	0	0	0
awesome phone. no software issues..smooth like butter. absolutely value for money. sound is very nice.	0	0	0	0	0	0	0	0
good one	0	0	0	0	0	0	0	0
good model	0	0	0	0	0	0	0	0
nice one but no headset	0	0	0	0	0	0	0	0
selfie bad	0	0	0	0	0	0	0	0
I want refund	0	0	0	0	0	0	0	0
color bad	0	0	0	0	0	0	0	0
fraud company	0	0	0	0	0	0	0	0
back cover not good	0	0	0	0	0	0	0	0
also has back cover	0	0	0	0	0	0	0	0
give me refund 	0	0	0	0	0	0	0	0
I want refund	0	0	0	0	0	0	0	0
fraud one	0	0	0	0	0	0	0	0
good technology	0	0	0	0	0	0	0	0
colour faded	0	0	0	0	0	0	0	0
defective product recieved	0	0	0	0	0	0	0	0
not good	0	0	0	0	0	0	0	0
very very bad phone	0	0	0	0	0	0	0	0
good delivery service	0	0	0	0	0	0	0	0
I want refund	0	0	0	0	0	0	0	0
rating 3.5/5	0	0	0	0	0	0	0	0
refund needed	0	0	0	0	0	0	0	0
back cover is transparent plain	0	0	0	0	0	0	0	0
normal score is 6 of 10	0	0	0	0	0	0	0	0
ok product	0	0	0	0	0	0	0	0
defective item	0	0	0	0	0	0	0	0
disappointed by late delivery	0	0	0	0	0	0	0	0
disappointing	0	0	0	0	0	0	0	0
poor performance	0	0	0	0	0	0	0	0
satisfied by delivery	0	0	0	0	0	0	0	0
easy going	0	0	0	0	0	0	0	0
not at all disappointing	0	0	0	0	0	0	0	0
happy with the packaging and delivey services	0	0	0	0	0	0	0	0
good product Xioami	0	0	0	0	0	0	0	0
keep  it up	0	0	0	0	0	0	0	0
defective peice arrived 	0	0	0	0	0	0	0	0
loved the colour 	0	0	0	0	0	0	0	0
back cover also available	0	0	0	0	0	0	0	0
liked the phone awesome color	0	0	0	0	0	0	0	0
black is always awesome	0	0	0	0	0	0	0	0
product can be improved	0	0	0	0	0	0	0	0
Xiaomi is always the best	0	0	0	0	0	0	0	0
the phone is Good	0	0	0	0	0	0	0	0
never got this good feature in so less price	0	0	0	0	0	0	0	0
the quality is good with  the features	0	0	0	0	0	0	0	0
nice can be improved	0	0	0	0	0	0	0	0
satisfied by the phone	0	0	0	0	0	0	0	0
ok phone	0	0	0	0	0	0	0	0
nice but not better	0	0	0	0	0	0	0	0
why no earphones?	0	0	0	0	0	0	0	0
wrong model delivery	0	0	0	0	0	0	0	0
ok ok product	0	0	0	0	0	0	0	0
made satisfactory	0	0	0	0	0	0	0	0
all right	0	0	0	0	0	0	0	0
good	0	0	0	0	0	0	0	0
decent phone	0	0	0	0	0	0	0	0
poor phone	0	0	0	0	0	0	0	0
decent phone	0	0	0	0	0	0	0	0
never delivery on time	0	0	0	0	0	0	0	0
could have been better delivery by flipkart 	0	0	0	0	0	0	0	0
acceptable in this range	0	0	0	0	0	0	0	0
all right phone	0	0	0	0	0	0	0	0
satisfactory in this range	0	0	0	0	0	0	0	0
booking and delivery issue	0	0	0	0	0	0	0	0
lack of earphone in packaging	0	0	0	0	0	0	0	0
poor mobile	0	0	0	0	0	0	0	0
mind blowing features 	0	0	0	0	0	0	0	0
best in this price range	0	0	0	0	0	0	0	0
delivery always let flipkart sucks	0	0	0	0	0	0	0	0
no refund given  when defected piece	0	0	0	0	0	0	0	0
new technology	0	0	0	0	0	0	0	0
value for money	0	0	0	0	0	0	0	0
worst packeging and delivery	0	0	0	0	0	0	0	0
Delayed delivery	0	0	0	0	0	0	0	0
poor product	0	0	0	0	0	0	0	0
good phone.	0	0	0	0	0	0	0	0
